Company,City,COUNTY,Zip,Geographic Market,Number of Employees Fulltime,Corporate Plus,Annual Sales 2020,Annual Sales 2021,Annual Sales 2022,Revenue Classification,Revenue Class,Primary Industry ,Primary NAICS,Primary Industry 
Company 1756,Los Angeles,Los Angeles,90056,N,1,,"342,750.00","367,514.00","394,188.00",up to $1M,Class 1,"Advertising, Entertainment, Media and Sports Transportation ",Administrative Management and General Management Consulting Services,"Advertising, Entertainment, Media and Sports"
Company 1757,La Habra Heights,Los Angeles,90631,L,7,,"2,046,630.00","1,330,309.00","806,566.00",up to $1M,Class 1,Professional Services ,Roofing Contractors,Professional Services
Company 1758,Burbank,Los Angeles,91505,N,14,,"1,640,260.92","1,653,672.67","2,413,281.95",$1M to $10M,Class 2,Healthcare Professional Services ,Administrative Management and General Management Consulting Services,Healthcare
Company 1759,Los Angeles ,Los Angeles,90018,I,5,,"204,231.00","344,811.00","515,057.00",up to $1M,Class 1,"Advertising, Entertainment, Media and Sports Professional Services ",Graphic Design Services,"Advertising, Entertainment, Media and Sports"
Company 1760,Pasadena,Los Angeles,91103,R,5,,,"3,690,845.00","8,620,631.00",$1M to $10M,Class 2,Technology Utilities ,Other Electronic Parts and Equipment Merchant Wholesalers,Technology
Company 1761,Los Angeles,Los Angeles,90033,I,49,,"11,240,271.00","12,304,633.00","13,156,721.00",$10M to $50M,Class 3,Food and Beverage ,Frozen Specialty Food Manufacturing,Food and Beverage
Company 1762,Inglewood,Los Angeles,90302,N,1,,"14,370.00","27,910.00","28,439.00",up to $1M,Class 1,Food and Beverage Professional Services ,Mobile Food Services,Food and Beverage
Company 1763,alhambra,Los Angeles,91801,N,1,,"10,000.00","22,000.00","130,000.00",up to $1M,Class 1,"Advertising, Entertainment, Media and Sports Consumer Products Professional Services ",Motion Picture and Video Production,"Advertising, Entertainment, Media and Sports"
Company 1764,Venice,Los Angeles,90291,I,1,,0,0,0,up to $1M,Class 1,"Advertising, Entertainment, Media and Sports ",Teleproduction and Other Postproduction Services,"Advertising, Entertainment, Media and Sports"
Company 1765,Canoga Park,Los Angeles,91304,I,4,,"3,469,150.00","3,909,435.00","4,309,860.00",$1M to $10M,Class 2,"Advertising, Entertainment, Media and Sports Retail and Apparel ",Clothing and Clothing Accessories Retailers,"Advertising, Entertainment, Media and Sports"
Company 1766,Los Angeles,Los Angeles,90043,N,1,,"46,331.00","134,973.00","57,314.00",up to $1M,Class 1,"Advertising, Entertainment, Media and Sports ",Commercial Photography,"Advertising, Entertainment, Media and Sports"
Company 1767,Sylmar,Los Angeles,91342,N,26,,"51,169,635.38","71,843,093.00","49,530,919.00",$10M to $50M,Class 3,Technology ,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,Technology
Company 1768,Los Angeles,Los Angeles,90036,N,1,,"5,238.00","41,729.00","40,357.00",up to $1M,Class 1,Consumer Products Retail and Apparel ,"Gift, Novelty, and Souvenir Retailers",Consumer Products
Company 1769,Glendale,Los Angeles,91206,N,21,,"3,037,267.00","2,994,509.00","4,202,864.00",$1M to $10M,Class 2,Financial Services Professional Services Technology ,Software Publishers,Financial Services
Company 1770,Canoga Park,Los Angeles,91304,N,1,,"349,300.00","335,061.00","437,470.00",up to $1M,Class 1,Manufacturing Suppliers Professional Services Technology ,Other Computer Related Services,Manufacturing Suppliers
Company 1771,PALMDALE,Los Angeles,93552,N,2,,"125,687.00","243,465.00","387,122.00",up to $1M,Class 1,Healthcare Professional Services ,Offices of All Other Miscellaneous Health Practitioners,Healthcare
Company 1772,Carson,Los Angeles,90745,N,1,,,"58,002.00","89,150.00",up to $1M,Class 1,"Advertising, Entertainment, Media and Sports ",Convention and Trade Show Organizers,"Advertising, Entertainment, Media and Sports"
Company 1773,Inglewood,Los Angeles,90305,N,3,,"105,708.87","460,795.00","777,869.00",up to $1M,Class 1,Consumer Products Food and Beverage ,Breweries,Consumer Products
Company 1774,inglewood,Los Angeles,90305,N,1,,0,0,0,up to $1M,Class 1,Professional Services Technology ,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",Professional Services
Company 1775,WHITTIER,Los Angeles,90602,R,16,,0,0,"5,000,000.00",$1M to $10M,Class 2,Professional Services ,"Plumbing, Heating, and Air-Conditioning Contractors",Professional Services
Company 1776,Cerritos,Los Angeles,90703,N,1,,0,0,0,up to $1M,Class 1,Financial Services Healthcare Utilities ,Other Scientific and Technical Consulting Services,Financial Services
Company 1777,El Segundo,Los Angeles,90245,N,34,,"3,400,000.00","3,555,000.00","3,900,000.00",$1M to $10M,Class 2,"Advertising, Entertainment, Media and Sports Professional Services ",Marketing Consulting Services,"Advertising, Entertainment, Media and Sports"
Company 1778,Encino,Los Angeles,91316,R,1,,,0,0,up to $1M,Class 1,Professional Services ,Offices of Mental Health Practitioners (except Physicians),Professional Services
Company 1779,Signal Hill,Los Angeles,90755,N,1,,0,0,0,up to $1M,Class 1,Professional Services ,All Other Business Support Services,Professional Services
Company 1780,Culver City,Los Angeles,90230,L,2,,"20,000.00","25,000.00",0,up to $1M,Class 1,Professional Services Technology Utilities ,Space Research and Technology,Professional Services
Company 1781,Woodland Hills,Los Angeles,91364,I,2,,0,"11,338.00",0,up to $1M,Class 1,"Advertising, Entertainment, Media and Sports Professional Services Retail and Apparel ","Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers","Advertising, Entertainment, Media and Sports"
Company 1782,Los Angeles,Los Angeles,90010,L,23,,0,0,"2,327,533.44",$1M to $10M,Class 2,Professional Services ,Offices of Lawyers,Professional Services
Company 1783,Lancaster,Los Angeles,93536,N,2,,800,"4,000.00","3,781.00",up to $1M,Class 1,Food and Beverage ,Dairy Product (except Dried or Canned) Merchant Wholesalers,Food and Beverage
Company 1784,Los Angeles,Los Angeles,90007,N,2,,0,0,0,up to $1M,Class 1,Retail and Apparel ,Clothing and Clothing Accessories Retailers,Retail and Apparel
Company 1785,Los Angeles,Los Angeles,90026,L,1,,"1,000.00","30,000.00","75,000.00",up to $1M,Class 1,Food and Beverage Retail and Apparel Transportation ,"General Freight Trucking, Local",Food and Beverage
Company 1786,WEST HOLLYWOOD,Los Angeles,90069,I,10,,"3,600,000.00","6,900,000.00","14,400,000.00",$10M to $50M,Class 3,"Advertising, Entertainment, Media and Sports ",All Other Personal Services,"Advertising, Entertainment, Media and Sports"
Company 1787,Los Angeles,Los Angeles,90067,I,3,,0,0,0,up to $1M,Class 1,"Advertising, Entertainment, Media and Sports Consumer Products Healthcare ",Other Services Related to Advertising,"Advertising, Entertainment, Media and Sports"
Company 1788,View Park,Los Angeles,90043,L,1,,"198,019.00","154,892.00","104,189.00",up to $1M,Class 1,Consumer Products Healthcare Professional Services ,Veterinary Services,Consumer Products
Company 1789,VALENCIA,Los Angeles,91355,N,15,,"901,200.00","1,300,100.00","2,901,159.00",$1M to $10M,Class 2,Healthcare Professional Services ,Translation and Interpretation Services,Healthcare
Company 1790,Los Angeles,Los Angeles,90043,N,1,,0,"1,500.00","6,500.00",up to $1M,Class 1,"Advertising, Entertainment, Media and Sports Consumer Products Food and Beverage ","Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour","Advertising, Entertainment, Media and Sports"
Company 1791,Long Beach,Los Angeles,90815,N,1,,,"232,424.00","298,324.00",up to $1M,Class 1,Professional Services ,Professional and Management Development Training,Professional Services
Company 1792,ROSEMEAD,Los Angeles,91770,N,100,,,0,"295,429.00",$1M to $10M,Class 2,Healthcare Professional Services ,Temporary Help Services,Healthcare
Company 1793,Gardena,Los Angeles,90249,L,14,,"307,825.00","1,284,874.00","3,127,264.00",$1M to $10M,Class 2,"Advertising, Entertainment, Media and Sports Food and Beverage Retail and Apparel ",All Other Consumer Goods Rental,"Advertising, Entertainment, Media and Sports"
Company 1794,Los Angeles,Los Angeles,90043,N,19,,,"3,147,577.00","3,226,020.00",$1M to $10M,Class 2,"Advertising, Entertainment, Media and Sports ","Independent Artists, Writers, and Performers","Advertising, Entertainment, Media and Sports"
Company 1795,BELLFLOWER,Los Angeles,90706,I,1,,0,0,0,up to $1M,Class 1,Professional Services Technology ,Computer Systems Design Services,Professional Services
Company 1796,Pasadena,Los Angeles,91103,R,9,,"1,112,659.00","1,581,384.00","2,076,484.00",$1M to $10M,Class 2,Professional Services ,Engineering Services,Professional Services
Company 1797,DIAMOND BAR,Los Angeles,91765,N,6,,"1,340,352.00","3,056,598.00","5,124,910.00",$1M to $10M,Class 2,Technology ,Computer Systems Design Services,Technology
Company 1798,Northridge,Los Angeles,91325,L,7,,4.1,3.8,3.9,up to $1M,Class 1,Utilities ,Commercial and Institutional Building Construction,Utilities
Company 1799,Los Angeles,Los Angeles,90028,N,21,,"3,210,239.00","5,224,256.00","9,051,990.00",$1M to $10M,Class 2,"Advertising, Entertainment, Media and Sports Professional Services Technology ",Advertising Agencies,"Advertising, Entertainment, Media and Sports"
Company 1800,VENICE,Los Angeles,90291,N,30,,"3,147,878.00","4,337,232.00","4,723,066.00",$1M to $10M,Class 2,"Advertising, Entertainment, Media and Sports Consumer Products ",All Other Miscellaneous Manufacturing,"Advertising, Entertainment, Media and Sports"
Company 1801,Lancaster ,Los Angeles,93536,L,1,,,0,0,up to $1M,Class 1,Consumer Products ,Other Professional Equipment and Supplies Merchant Wholesalers,Consumer Products
Company 1802,Los Angeles,Los Angeles,90045,N,2,,"23,000.00","18,000.00","22,000.00",up to $1M,Class 1,"Advertising, Entertainment, Media and Sports Food and Beverage ",Perishable Prepared Food Manufacturing,"Advertising, Entertainment, Media and Sports"
Company 1803,Covina,Los Angeles,91724,I,11,,"4,500,000.00","5,064,289.00","4,763,106.00",$1M to $10M,Class 2,Retail and Apparel ,Jewelry Retailers,Retail and Apparel
Company 1804,PASADENA,Los Angeles,91101,I,18,,,"3,877,770.00","39,090,776.00",$10M to $50M,Class 3,Utilities ,Solar Electric Power Generation,Utilities
Company 1805,Los Angeles,Los Angeles,90026,I,11,,,"1,320,103.49","2,124,936.47",$1M to $10M,Class 2,"Advertising, Entertainment, Media and Sports Professional Services Retail and Apparel ",Architectural Services,"Advertising, Entertainment, Media and Sports"
Company 1806,Mission Hills,Los Angeles,91345,L,4,,"1,100,000.00","1,320,000.00","1,682,187.00",$1M to $10M,Class 2,Food and Beverage Healthcare Retail and Apparel ,Industrial Supplies Merchant Wholesalers,Food and Beverage
Company 1807,Los Angeles,Los Angeles,90013,I,6,,,"41,779,095.00","44,553,550.00",$10M to $50M,Class 3,Consumer Products Retail and Apparel ,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",Consumer Products
Company 1808,Los Angeles,Los Angeles,90041,N,2,,0,"763,842.00","873,978.00",up to $1M,Class 1,"Advertising, Entertainment, Media and Sports Healthcare Transportation ",Motion Picture and Video Production,"Advertising, Entertainment, Media and Sports"
Company 1809,City of Industry,Los Angeles,91748,N,8,,"28,330.00","4,994,008.00","1,862,999.00",$1M to $10M,Class 2,Consumer Products Professional Services ,"General Freight Trucking, Long-Distance, Truckload",Consumer Products
Company 1810,Santa Fe Springs,Los Angeles,90703,I,154,,,"45,118,969.00","54,606,462.00",$10M to $50M,Class 3,Consumer Products Manufacturing Suppliers Transportation ,Freight Transportation Arrangement,Consumer Products
Company 1811,Inglewood,Los Angeles,90303,N,1,,"91,372.00","252,901.00","285,681.00",up to $1M,Class 1,Consumer Products ,Marketing Consulting Services,Consumer Products
Company 1812,Valencia,Los Angeles,91355,I,3,,"356,200.00","786,000.00","465,638.00",up to $1M,Class 1,"Advertising, Entertainment, Media and Sports Technology ",Teleproduction and Other Postproduction Services,"Advertising, Entertainment, Media and Sports"
Company 1813,Downey,Los Angeles,90241,N,4,,"641,368.00","860,035.00","1,210,896.00",$1M to $10M,Class 2,Consumer Products Food and Beverage Retail and Apparel ,Coffee and Tea Manufacturing,Consumer Products
Company 1814,Long Beach,Los Angeles,90807,N,21,,,"3,800,000.00","3,900,000.00",$1M to $10M,Class 2,Healthcare Technology ,Electronic and Precision Equipment Repair and Maintenance,Healthcare
Company 1815,Burbank,Los Angeles,91505,N,1,,,"111,000.00","119,000.00",up to $1M,Class 1,Professional Services ,Advertising Agencies,Professional Services
Company 1816,Los Angeles,Los Angeles,90045,I,1123,,,"1,497,252,000.00","2,055,680,000.00",over $50M,Class 4,Petrochemical and Energy Retail and Apparel Utilities ,Plastics Pipe and Pipe Fitting Manufacturing,Petrochemical and Energy
Company 1817,Valencia,Los Angeles,91355,N,1,,,0,0,up to $1M,Class 1,"Advertising, Entertainment, Media and Sports Professional Services Technology ",Motion Picture and Video Production,"Advertising, Entertainment, Media and Sports"
Company 1818,Culver City,Los Angeles,90230,I,81,,"12,000,000.00","29,900,000.00","29,700,000.00",$10M to $50M,Class 3,"Advertising, Entertainment, Media and Sports Food and Beverage Retail and Apparel ",Advertising Agencies,"Advertising, Entertainment, Media and Sports"
Company 1819,Hawthorne,Los Angeles,90250,L,1,,0,0,0,up to $1M,Class 1,Professional Services Technology Transportation ,Glass and Glazing Contractors,Professional Services
Company 1820,Glendale,Los Angeles,91205,I,19,,"801,537.05","1,174,808.00","2,571,733.00",$1M to $10M,Class 2,"Advertising, Entertainment, Media and Sports ","Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers","Advertising, Entertainment, Media and Sports"
Company 1821,MONROVIA,Los Angeles,91016,N,2,,,"438,440.00","650,645.00",up to $1M,Class 1,"Advertising, Entertainment, Media and Sports Food and Beverage Healthcare ",Public Relations Agencies,"Advertising, Entertainment, Media and Sports"
Company 1822,Los Angeles,Los Angeles,90248,N,13,,,"7,500,000.00","9,100,000.00",$1M to $10M,Class 2,Automotive Manufacturing Suppliers Technology ,All Other Miscellaneous Chemical Product and Preparation Manufacturing,Automotive
Company 1823,Monterey Park,Los Angeles,91754,N,2,,,"300,836.78","327,062.32",up to $1M,Class 1,Healthcare ,Home Health Care Services,Healthcare
Company 1824,Carson,Los Angeles,90745,N,1,,,"1,061,102.00","453,346.00",up to $1M,Class 1,Food and Beverage Petrochemical and Energy Retail and Apparel ,Full-Service Restaurants,Food and Beverage
Company 1825,Whittier,Los Angeles,90601,N,1,,,"222,077.00","190,438.00",up to $1M,Class 1,Professional Services ,Environmental Consulting Services,Professional Services
Company 1826,Long Beach,Los Angeles,90802,N,71,,,"56,329.00","1,726,089.00",$10M to $50M,Class 3,Professional Services ,Residential Property Managers,Professional Services
Company 1827,Santa Monica,Los Angeles,90401,N,8,,0,0,"69,183.00",$1M to $10M,Class 2,"Advertising, Entertainment, Media and Sports ",Advertising Agencies,"Advertising, Entertainment, Media and Sports"
Company 1828,Culver City,Los Angeles,90232,L,2,,"15,000.00","30,000.00","50,000.00",up to $1M,Class 1,"Advertising, Entertainment, Media and Sports Food and Beverage Retail and Apparel ","Foods, prepared, packaged frozen, merchant wholesaler","Advertising, Entertainment, Media and Sports"
Company 1829,Hermosa Beach,Los Angeles,90254,I,1,,0,0,0,up to $1M,Class 1,"Advertising, Entertainment, Media and Sports Professional Services Utilities ",Administrative Management and General Management Consulting Services,"Advertising, Entertainment, Media and Sports"
